,companyName,country,prefix,streetAddress1,streetAddress2
1691,"Mitsubishi Precision Co.,LTd.",JP,001ED9,345 KAMIMACHIYA,KAMAKURA-City  KANAGAWA-Prefecture  247-8505
1692,Doble Engineering,US,001ED4,85 Walnut St,Watertown  MA  02472
1693,"Dot Technology Int'l Co., Ltd.",HK,001ED3,"Unit 1001, Fourseas Building 208-212, Nathan Road",Kowloon    
1694,KYLAND Technology Co. LTD,CN,001ECD,"Building No.2,Shixing Avenue 30#",Shijingshan District  Beijing  100044
1695,Obvius Holdings LLC,US,001EC6,20811 NW Cornell Road,Hillsboro  OR  97124
1696,"Cisco Systems, Inc",US,001F9D,80 West Tasman Drive,San Jose  CA  94568
1697,"Datron World Communications, Inc.",US,001FA2,3030 Enterprise Court,Vista  California  92081
1698,"DBS Lodging Technologies, LLC",US,001F91,21196 Limber,Mission Viejo  CA  92692
1699,APROTECH CO.LTD,KR,001F96,"KOLONDIGITAL TOWER ASTON 201, 505-14",SEOUL    KSXX 0022
1700,"Actiontec Electronics, Inc",US,001F90,760 North Mary Ave,Sunnyvale  CA  94085
1701,"Shanghai Bellmann Digital Source Co.,Ltd.",CN,001F8F,"404-408 Main Bd, FDUSP, No.11 Guotai Rd.",Shanghai    200433
1702,"Apriva ISS, LLC",US,001F85,6900 E Camelback Rd,Scottsdale  AZ  85251
1703,Skydigital Inc.,KR,001F87,"#28-9 Wonhyoro1-ga, Yongsan-gu,",Seoul    140-846
1704,digEcor,US,001F86,1625 N. 1100 W.,Springville  UT  84663
1705,Lucas Holding bv,NL,001F80,Domein 28,Gemert  NB  5421AR
1706,RP-Technik e.K.,DE,001F3E,Hermann-Staudinger-Str. 10-16,Rodgau  Hessen  63110
1707,Etherstack plc,AU,001F42,80 Abercrombie Street,Chippendale  NSW  2008
1708,"Construcciones y Auxiliar de Ferrocarriles, S.A.",ES,001F39,"C/ J.M. Iturrioz, 26",Beasain  Guipúzcoa  E-20200
1709,Orange Logic,KR,001F2B,"#706 AceTechnoTower 10-cha,470-5",SEOUL    153-789
1710,Starbridge Networks,US,001F2C,3265 Meridian Parkway,Weston  FL  33331
1711,"Cisco Systems, Inc",US,001F26,80 West Tasman Drive,San Jose  CA  94568
1712,Prominvest,RU,001F1A,"7, Bobruiskaya ulica",Saint-Petersburg  North-West Federal District  195009
1713,3COM EUROPE LTD,GB,001EC1,Peoplebuilding 2,Hemel Hempstead  HERTS.  HP2 4NW
1714,High Density Devices AS,NO,001EBA,Vestre Strandgate 26,Kristiansand    4611
1715,Primex Wireless,US,001EB3,965 Wells Street,Lake Geneva  WI  53147
1716,UNIFAT TECHNOLOGY LTD.,HK,001EB4,"7/FLOOR, SUI HONG IND. BLDG.,",KWAI CHUNG  N.T.  
1717,"Datang Mobile Communications Equipment CO.,LTD",CN,001EA8,"No.29,Xueyuan Rd.",Beijing    100083
1718,Fidustron INC,TW,001E9C,"NO.770-6, Jhongiheng Rd.",Jhonghe City  Taipei County  235
1719,SIGMALINK,KR,001E95,"DooSan VentureDigm 1028,",Anyang-City  Kyunggi-do  431-070
1720,Sepura Plc,GB,001E96,Radio House,Cambridge  CAMBRIDGESHIRE  CB4 1GR
1721,"Infra Access Korea Co., Ltd.",KR,001E8B,"#902, Sambo Saving Bank B/D,","Kwanak-gu,  Seoul  151-830"
1722,"SHINSEI INDUSTRIES CO.,LTD",JP,001FEF,"4-12-15,HORIFUNE, KITA-KU,",TOKOYO    114-0004
1723,"KURUSUGAWA Electronics Industry Inc,.",JP,001FE8,"2F, 52-5, Nogata 6chome",Nakano-Ku  TOKYO  165-0027
1724,Mobile Safe Track Ltd,FI,001FDC,Niemenkatu 73,15149  Lahti  
1725,TELERAD SA,FR,001FD7,"2, avenue de la butte aux cailles",ANGLET    64600
1726,NIW Solutions,AU,001FCB,P.O. Box 62,One Tree Hill  South Australia  5114
1727,HEOL DESIGN,FR,001F77,1 bd d'armor,LANNION  BRETAGNE  22300
1728,"Teraview Technology Co., Ltd.",TW,001F73,"23F, No. 29-5, Sec. 2, Jhongjheng E. Road,",Taipei County    251
1729,"Cisco Systems, Inc",US,001F6D,80 West Tasman Drive,San Jose  CA  94568
1730,Talent Communication Networks Inc.,CN,001F61,"Rm. 910 R&F Plaza, #76, Huangpu Ave. West,",Guangzhou (Canton)  Guangdong Province  510360
1731,PLANAR LLC,RU,001F66,"32, Elkina str",Chelyabinsk  SU  454091
1732,Beckwith Electric Co.,US,001F5A,6190 118th Ave No,Largo  Florida  33773
1733,GEMAC Gesellschaft für Mikroelektronikanwendung Chemnitz mbH,DE,001F53,Zwickauer Straße 227,Chemnitz  Sachsen  09116
1734,ConMed Linvatec,US,001F4E,11311 Concept Blvd.,Largo  FL  33773
1735,Lorex Technology Inc.,CA,001F54,250 Royal Crest Court,Markham  Ontario  L3R3S1
1736,MCS Logic Inc.,KR,001F47,"6F. Samho Center B Bldg., 275-6",Seoul    137-941
1737,COMMTECH TECHNOLOGY MACAO COMMERCIAL OFFSHORE LTD.,CN,001FD2,"31,TAI YIP STREET, 7/F KWUN TONG,","KOWLOON,  HONGKONG  "
1738,Fulhua Microelectronics Corp. Taiwan Branch,TW,001FBF,"1F, No.12, R&D Road,","Hsin-Chu, 300    886"
1739,Goodmill Systems Ltd,FI,001FAC,Sinikalliontie 10,Espoo  Uusimaa  02630
1740,LInTech Corporation,RU,00211A,"Krasnokazarmennaya st., 12",Moscow    111250
1741,Padtec S/A,BR,002113,"Road Campinas Mogi-Mirim km 118,5",Campinas  São Paulo  13086-902
1742,Hylab Technology Inc.,TW,002114,"15F-2.,No.872,Jhongjheng Rd.","Jhonghe City,  Taipei  235"
1743,Orpak Systems L.T.D.,IL,00210E,31 Lechi St,Bnei - Brak    51114
1744,byd:sign Corporation,JP,00210A,2-10-6 Tsukiji,Chuo-ku  Tokyo  104-0045
1745,Gigaset Communications GmbH,DE,002104,Frankenstrasse 2,46395  Bocholt  
1746,Green Packet Bhd,MY,001FFB,"Lot 1-4, Incubator 2, Technology Park Malaysia",Kuala Lumpur  Wilayah Persekutuan  57000
1747,PS Audio International,US,001FF6,4826 Sterling Drive,Boulder  CO  80301
1748,BEN-RI ELECTRONICA S.A.,ES,001F19,POL. IND. VENTORRO DEL CANO,ALCORCON  MADRID  28925
1749,S.& A.S. Ltd.,LB,001F13,Boutros Bldg. 1st bsmt,Beirut    2067 7808
1750,Select Engineered Systems,US,001F0F,7991 W. 26 Ave,Hialeah  Florida  33016
1751,Microbit 2.0 AB,SE,001EFD,Nystaden 1,KALIX    95261
1752,Pixelmetrix Corporation Pte Ltd,SG,001F02,31 Kaki Bukit Road 3,    417818
1753,Gigafin Networks,US,001EF0,19050 Pruneridge,Cupertino  CA  95014
1754,Wavetrend Technologies (Pty) Limited,ZA,001D2C,"Wavetrend House, Building 816/3",Gauteng    2021
1755,NAC-INTERCOM,ES,001D27,AVDA. RICARDO MELLA 123-B,VIGO  PONTEVEDRA  36330
1756,Power Innovation GmbH,DE,001D18,Rehland 2,Achim  Niedersachsen  28832
1757,NextGTV,KR,001D13,13F Byucksan/Kyungin Digital Valley ll,Seoul    153-803
1758,MobileCompia,KR,001D0C,"Dongwon Bldg, 725-30, Yeoksam-dong, Gangnam-gu,",Seoul    135-080
1759,"HM Electronics, Inc.",US,001D06,14110 Stowe Drive,Poway  CA  92064
1760,Eaton Corporation,US,001D05,203 Cooper Circle,Peachtree City  GA  30269
1761,Siemon,US,001E62,27 Siemon Company Drive,Watertown  CT  06795
1762,Holosys d.o.o.,HR,001E5D,Kovinska 4,Zagreb    10090
1763,Bally Wulff Entertainment GmbH,DE,001E56,Maybachufer 48-51,Berlin    12045
1764,BATTISTONI RESEARCH,IT,001E50,PARCO DONICA 56,FISCIANO  SALERNO  84084
1765,"Cisco Systems, Inc",US,001E4A,80 West Tasman Drive,San Jose  CA  94568
1766,Call Direct Cellular Solutions,AU,001D85,"Suite 145, National Innovation Centre",Eveleigh  NSW  1430
1767,"Beijing Huahuan Eletronics Co.,Ltd",CN,001D80,"No.26,Shangdi 6th St.Haidian District,",Beijing    100085
1768,Thomson Telecom Belgium,BE,001D68,Prins Boudewijnlaan 47,Edegem  Antwerp  B-2650
1769,"Chainzone Technology Co., Ltd",CN,001D6F,"Chainzone Tech. Ind Park, Nanxin 1st Rd.",Foshan  Guangdong  528200
1770,Eyeheight Ltd.,GB,001D76,"Unit 34, Park House",Watford  Herts  WD18 8PH
1771,"Ice Energy, Inc.",US,001D7B,9351 Eastman Park Drive,Windsor  Colorado  80550
1772,Radioscape PLC,GB,001D75,1 Albany Terrace,Regent's Park  London  NW1 4DS
1773,Miele & Cie. KG,DE,001D63,Carl-Miele-Straße 29,Gütersloh    33332
1774,"Tom Communication Industrial Co.,Ltd.",JP,001D5C,1173 Nippa-choh Kohoku-ku,Yokohama  Kanagawa  223-0057
1775,"ZANTAZ, Inc",US,001D55,5758 W. Las Positas Avenue,Pleasanton  CA  94588
1776,"Navionics Research Inc., dba SCADAmetrics",US,001DC8,1133 Pond Road,Wildwood  Missouri  63038
1777,Audinate Pty L,AU,001DC1,"Level 1, 458 Wattle St",Ultimo  NSW  2007
1778,Dynamic System Electronics Corp.,TW,001DBB,"5F,NO,9,LANE 130,SEC 1,KUANGG FU RD.SAN CHUNG CITY,",Taipei  Hsien  24158
1779,SwissQual License AG,CH,001DAB,Baarerstrasse 78,Zug  Postfach  117
1780,"MEL Co.,Ltd.",JP,001E86,"Tsukagoshi 5-5-1,Warabi-shi,Saitama,Japna",Warabi  Saitama  335-0002
1781,CBM of America,US,001E7F,1455 West Newport Center Drive,Deerfield Beach  Florida  33442
1782,"Cisco Systems, Inc",US,001E7A,80 West Tasman Drive,San Jose  CA  94568
1783,"Cisco Systems, Inc",US,001E79,80 West Tasman Drive,San Jose  CA  94568
1784,"Magna-Power Electronics, Inc.",US,001E6F,39 Royal Road,Flemington  NJ  08822
1785,Cobham Defence Communications Ltd,GB,001E70,Haslingden Road,Blackburn  Lancashire  BB1 2EE
1786,Thomson Inc.,US,001E69,101 West 103rd Street,Indianapolis  IN  46290-1102
1787,Kramer Electronics Ltd.,IL,001D56,3 Am VeOlamo Street,Jerusalem    95463
1788,SPINETIX SA,CH,001D50,"Parc Scientifique de l'EPFL, Bâtiment C",Lausanne  VD  1015
1789,Grid Connect Inc.,US,001D4B,1630 W. Diehl Rd,Naperville  IL  60563
1790,"Cisco Systems, Inc",US,001D46,80 West Tasman Drive,San Jose  CA  94568
1791,Mitron Pty Ltd,AU,001D3F,Unit 11,Artarmon  NSW  2065
1792,"MOOHADIGITAL CO., LTD",KR,001D39,Seoul Hightech Venture Center C-307 647-26,SEOUL    157-030
1793,mh acoustics LLC,US,001D3A,25A Summit Ave,Summit  NJ  07901
1794,Maverick Systems Inc.,KR,001D33,"908, Daerungposttower 2-cha, 182-13",Seoul    152-790
1795,"ZEFATEK Co.,LTD",KR,001E09,"326-4 Gasandong, Geumcheongu",Seoul    153-802
1796,Hanson Research Corporation,US,001E04,9810 Variel Ave.,Chatsworth  CA  91311
1797,R. STAHL Schaltgeräte GmbH,DE,001DF7,am Bahnhof 30,Waldenburg  Baden-Württemberg  74638
1798,Webpro Vision Technology Corporation,TW,001DF8,"4F., No.573, Cingping Rd.",Anping District    708
1799,"Intego Systems, Inc.",US,001DF1,5343 Bowden Road,Jacksonville  FL  32216
1800,Commtest Instruments Ltd,NZ,001DEA,"Level 2, 22 Moorhouse Ave",Christchurch  Canterbury  8243
1801,C-BEL Corporation,JP,001DDB,Futabacho 35-12,Itabashi-ku  Tokyo  173-0011
1802,"Cisco Systems, Inc",US,001DE5,80 West Tasman Drive,San Jose  CA  94568
1803,"Hangzhou System Technology CO., LTD",CN,001DA4,"ROOM A1505 HuaXing times plaza,NO 478 Wensan Road",Hangzhou  Zhejiang  310012
1804,MATT   R.P.Traczynscy Sp.J.,PL,001D9F,Polnocna 44,Koscian  wielkopolskie  PL-64000
1805,"MICRO-STAR INT'L CO.,LTD.",TW,001D92,"No.69,Li-De St,Jung-Ho City",Taipei  Hsien  235
1806,"Digitize, Inc",US,001D91,158 Edison Road,Lake Hopatcong  New Jersey  07849
1807,La Crosse Technology LTD,US,001D8C,2809 Losey Blvd. So.,La Crosse  WI  54601
1808,Comsys Communication Ltd.,IL,001E39,9 Hamenofim st.,Herzelia    46725
1809,CryptoMetrics,CA,001E34,160 Michael Cowpland Dr,Ottawa  Ontario  K2M 1P6
1810,STIM,FR,001E2D,ZAC les COUSTELLIERS,CASTRIES  HERAULT  34160
1811,Digifriends Co. Ltd,KR,001E26,Joyang B/D 6th Floor,Seoul    135-090
1812,Best Source Taiwan Inc.,TW,001E1A,"2F, No.16, Lane 56, Jhongjheng W. Rd.,","Jhubei City,  Hsinchu County  302"
1813,"Cisco Systems, Inc",US,001E14,80 West Tasman Drive,San Jose  CA  94568
1814,Syba Tech Limited,HK,001E0A,"RM1301, Vanta Industrial Centre,",Kwai Chung    
1815,Galaxy  Microsystems LImited,HK,001C61,"Room 1101-03, 11/F Enterprise Square Two",Kowloon Bay  Kowloon  
1816,Shenzhen Kaifa Technology Co.,CN,001C55,"7006 Caitian Road, Futian District,",Shenzhen  Guangdong  518035
1817,Advanced Relay Corporation,US,001C5A,1896 Columbia St,Eugene  OR  97403
1818,Bosch Security Systems BV,NL,001C44,Kapittelweg 10,4827 HG  Breda  Brabant  4827
1819,"Gener8, Inc.",US,001C4B,897 Independence Ave,Mountain View  CA  94043
1820,"Bio-Rad Laboratories, Inc.",US,001C38,245 Winter St.,Waltham  MA  02451
1821,WaveStorm,FR,001C3D,Rue d'Oradour-sur-Glâne,Paris  ÃƒÅ½le-de-France  75015
1822,"International Police Technologies, Inc.",US,001C3F,4150 S. 87th E. Avenue,Tulsa  OK  74145
1823,ECKey Corporation,US,001C3E,206A W James St,Lancaster  PA  17603
1824,"Mobile XP Technology Co., LTD",CN,001C31,"Room No.2506,Tri-tower C building,No.66 Zhongguancun East Road,Haidian District",Beijing    100080
1825,Synapse,US,001C2C,132 Export Circle,Huntsville  AL  35806
1826,"Cisco Systems, Inc",US,001CF9,80 West Tasman Drive,San Jose  CA  94568
1827,EVS BROADCAST EQUIPMENT,BE,001CF3,Liege Science Park,Ougree  Liege  4102
1828,Media Technology Systems Inc,US,001CF4,766 Lakefield Road,Westlake Village  CA  91377
1829,ENVIRONNEMENT SA,FR,001CED,111 bd. Robespierre,POISSY  Yvelines  78300
1830,Optimedical Systems,US,001CE3,235 Hembree Park Drive,Roswell  GA  30076
1831,"Custom Computer Services, Inc.",US,001CDC,1020 Spring City Drive,Waukesha  WI  53186
1832,"Circleone Co.,Ltd.",JP,001CD0,"860-1,Noda",Beppu-shi  Ooita-ken  874-0016
1833,Tellink Sistemas de Telecomunicación S.L.,ES,001BF5,C/ María Tubau Nº 5 Bajo B,Madrid    28050
1834,Value Platforms Limited,HK,001BF0,"Rm 712-713, Building 9, 5, Science Park West Ave.,","Shatin,    "
1835,Ultratronik GmbH,DE,001BE8,Dornierstr. 9,Gilching    822205
1836,ViaLogy,US,001BE1,2400 Lincoln Ave,Altadena  CA  91001
1837,"Vencer Co., Ltd.",TW,001BDC,"20F-1, No.77, Sec.1, Hsin Tai Wu Rd.,",Hsi Chih  Taipei  221
1838,"Cisco Systems, Inc",US,001BD5,80 West Tasman Drive,San Jose  CA  94568
1839,Measurement Devices Ltd,GB,001BCE,Redwood House,York  Yorkshire  YO266QR
1840,LI-COR Biosciences,US,001C94,4647 Superior Street,Lincoln  NE  68504
1841,Alcatel-Lucent IPD,US,001C8E,701 E. Middlefield Rd.,Mountain View  CA  94043
1842,Mesa Imaging,CH,001C8D,Badenerstrasse 569,Zürich  ZH  8048
1843,TRANSYSTEM INC.,TW,001C88,"No. 1-2, Li-Hsin Rd 1, Science-Based Industrial Park",Hsinchu    300
1844,"New Level Telecom Co., Ltd.",KR,001C83,INNOPLEX 1-703,Seoul    153-803
1845,Perfectone Netware Company Ltd,HK,001C7A,"Unit 815, Sun Fung Centre,",Kwai Chung    
1846,Castlenet Technology Inc.,TW,001C7B,"No.64, Chung-Shan Rd.",Tu-Cheng City  Taipei  236
1847,Cohesive Financial Technologies LLC,US,001C79,200 South Wacker Dr.,Chicago  IL  60606
1848,Syswan Technologies Inc.,US,001C74,2050 Beavercreek Road,Oregon City  Oregon  97045
1849,"KYOHRITSU ELECTRONIC INDUSTRY CO., LTD.",JP,001C6D,"2-5-1, NIPPONBASHI-NISHI,",OSAKA    556-0004
1850,"Anhui Sun Create Electronics Co., Ltd",CN,001C68,NO.199 Xiangzhang Road,Hefei  Anhui  230088
1851,"Kaise Electronic Technology Co., Ltd.",TW,001CC9,"No.678, Wunsyue Rd., Zuoying District,",Kaohsiung    813
1852,Shanghai Gaozhi Science & Technology Development Co.,CN,001CCA,"No.283 Qin Jiang Rd. Shanghai,China",Shanghai    200233
1853,"Ezze Mobile Tech., Inc.",KR,001CBD,"3F, Bubmusa Bldg., 151-31",  Seoul  135-824
1854,"CBC Co., Ltd",JP,001CB8,"2-15-13, Tsukishima, Chuo-ku",Tokyo    104-0052
1855,"Wuhan Telecommunication Devices Co.,Ltd",CN,001CAD,"88 Youkeyuan Road,Hongshan District",Wuhan  Hubei  430074
1856,"WiChorus, Inc.",US,001CAE,"3590 N 1st Street, Suite 300",San Jose  CA  95134
1857,International Quartz Limited,CN,001CA7,"2nd Floor, 2, Dai Wang Street,",  Hong Kong  852
1858,"Production Resource Group, LLC",US,001CA0,539 Temple Hill Road,New Windsor  NY  12553
1859,FEIG ELECTRONIC GmbH,DE,001C9B,Lange Straße 4,Weilburg  Hessen  35781
1860,Equaline Corporation,TW,001B69,"9F, No. 234, Section 4, Cheng-De Road,",  Taipei Hsien  25162
1861,"IsaacLandKorea Co., Ltd,",KR,001B64,"Rm 608, Hangang-Hyundai-Hyel Bldg. 2-36,",Seoul    140-871
1862,Vololink Pty Ltd,AU,001B5D,"Level 2, 541 Blackburn Road",Mount Waverley  Victoria  3149
1863,Tehuti Networks Ltd.,IL,001B56,"1, Shenkar St.",Hertzliya    46105
1864,Vector Technology Corp.,TW,001B51,"No.7, Lane12, Yajou Road.",Tucheng  Taipei  236
1865,"ABB AS, Division Automation Products",NO,001B45,Bergerveien 12,Billingstad    NO-1375
1866,"W&W Communications, Inc.",US,001B4A,2903 Bunker Hill Lane,Santa Clara  CA  95054
1867,"Beijing DG Telecommunications equipment Co.,Ltd",CN,001B43,"No.5 Jiangtai Road, Chaoyang District",Beijing    100016
1868,"Curtis, Inc.",US,001B3E,2405 Annapolis Lane,Minneapolis  MN  55441
1869,Computec Oy,FI,001B37,Juholankatu 8,Kouvola  Kymi  45200
1870,"Cisco Systems, Inc",US,001B2B,80 West Tasman Drive,San Jose  CA  94568
1871,FSN DISPLAY INC,KR,001BC9,"Baeksuk-Dong 1141-1, Ilsan Techno Town 1009",Koyang-si  Kyeonggi-Do  410722
1872,Integrated Control Technology Limitied,NZ,001BC2,11 Canaveral Drive,Auckland  Auckland  0735
1873,"Silver Peak Systems, Inc.",US,001BBC,471 El Camino Real,Santa Clara  CA  95050
1874,FMC Kongsberg Subsea AS,NO,001BBD,Kirkegaardsveien 45,Kongsberg  Buskerud  3601
1875,Condalo GmbH,DE,001BB3,Kohlstatt 3,Lichtenau  Bavaria  86706
1876,BLUEWAY ELECTRONIC CO;LTD,CN,001BB8,"Workshop B,Dong Feng Village,",HuiZhou  GuangDong  516008
1877,Curtiss Wright Controls Embedded Computing,US,001BAC,10201 Wateridge Circle,San Diego  CA  92121
1878,Intellect International NV,BE,001BB2,Kleine Kloosterstraat 23,Zaventem  Vlaamse brabant  1932
1879,"MyungMin Systems, Inc.",KR,001BA5,"#410,Doosan Venture Dime 2-cha,1307-37",Kyungki-do    431-060
1880,Awox,FR,001BA0,"93, Place Pierre Duhem,",Montpellier  Herault  34000
1881,KS System GmbH,DE,001B99,Alexanderstraße 37,Muelheim  NRW  45472
1882,Hyperstone GmbH,DE,001C1B,Line-Eid-Straße 3,Konstanz  Baden-Württemberg  78467
1883,"Cisco Systems, Inc",US,001C0F,80 West Tasman Drive,San Jose  CA  94568
1884,"Echo360, Inc.",US,001C08,11955 Freedom Drive,Reston  VA  20190
1885,Pano Logic,US,001C02,"2000 Seaport Drive, Suite 200",Redwood City  CA  94063
1886,ABB Oy Drives,FI,001C01,Hiomotie 13,Helsinki    FI-00380
1887,Betty TV Technology AG,CH,001C03,Hardturmstrasse 2,Zurich    80005
1888,l-acoustics,FR,001B92,parc de la fontaine de jouvence,marcoussis  essonne  91462
1889,"Electronic Computer Systems, Inc.",US,001B8D,418 Donegal Drive,Towson  MD  21286
1890,Divinet Access Technologies Ltd,IN,001B88,"4th Floor, Media Center,",Pune  Maharashtra  411007
1891,Finsoft Ltd,GB,001B83,16-18 Hatton Garden,London    EC1N 8AT
1892,A & R Cambridge,GB,001B7C,Pembroke Avenue,Cambridge  CAMBS  CB25 9QR
1893,"Ripcode, Inc.",US,001B76,1130 E. Arapaho Road,Richardson  TX  75081
1894,Hypermedia Systems,IL,001B75,2B Bergman St.,Rehovot    76705
1895,"IRI Ubiteq, INC.",JP,001B70,"Shinjuku-Nomura Bldg. 47F,",Shinjuku-ku  Tokyo  163-0547
1896,Advanced Simulation Technology inc.,US,001A18,500A Huntmar Park Drive,Herndon  VA  20170
1897,Adaptive Micro-Ware Inc.,US,001A0A,6917 Innovation Blvd,Fort Wayne  IN  46818
1898,OPTIBASE LTD,IL,001A05,7 Shankar St.,Herzliya  ISRAEL  46120
1899,"Angel Electronics Co., Ltd.",TW,001A03,"17, Lane 134, Shou Shan Road, Tai Shan,",Taipei    243
1900,"SHENZHEN SEECOMM TECHNOLOGY CO.,LTD.",CN,0019FE,"Room 609,404Yannan Road",ShenZhen  Guangdong  
1901,TDK-Lambda,US,0019F9,405 Essex Road,Neptune  NJ  07753
1902,Axesstel Inc.,US,0019ED,6815 Flanders Sr.,San Diego  CA  92121
1903,Convergens Oy Ltd,FI,0019F4,Westendintie 99 B,Espoo  Uusimaa  FIN-02160
1904,TELECOMUNICATION TECHNOLOGIES LTD.,UA,001A79,4D ZHUKOVA BLV.,ODESSA    65121
1905,"Smarty (HZ) Information Electronics Co., Ltd",CN,001A99,"Yonghua Industrial District,Huishen Road,Zhenlong Town",HuiZhou  GuangDong  516227
1906,ADEC & Parter AG,CH,001A9B,Staldenbachstrasse 30,Pfaeffikon  ZH  8808
1907,Votronic GmbH,DE,001A94,Saarbruecker Str. 8,St. Ingbert  Saarland  66386
1908,Pegasus Technologies Inc.,US,001A83,108 Pawnook Farm Rd.,Lenoir City  TN  37771
1909,LN Srithai Comm Ltd.,TH,001A7E,"71/12 M.5, Bangna-Trad Rd, KM.52, Thakam",Bangpakong  Chachoengsao  24130
1910,Embedded Artists AB,SE,001AF1,Davidshallsgatan 16,Malmoe    21145
1911,"Woven Systems, Inc.",US,001AF6,2455 Augustine Drive,Santa Clara  CA  95054
1912,"Keumbee Electronics Co.,Ltd.",KR,001AEC,"3-26, Jangsang-dong, Sangrok-gu",Ansan-si  Kyungki-do  426-410
1913,Mythology Tech Express Inc.,TW,001AE0,"2F, No.10, Lane 235, Bao Chiao road,",Taipei    231
1914,Mvox Technologies Inc.,US,001AE5,19050 Pruneridge Ave,Cupertino  CA  95014
1915,Eletronica Nitron Ltda,BR,001AD2,Rua Dr. Ulisses Escobar 415,Camanducaia  Minas Gerais  37650-000
1916,"International Broadband Electric Communications, Inc.",US,001AD9,285 Dunlop Blvd. SW,Huntsville  AL  35824
1917,Autocom Products Ltd,GB,001ACB,"Unit 4 Tachbrook Link, Tachbrook Park Drive",Warwick  Warwickshire  CV34 6RH
1918,Tidel Engineering LP,US,001ACD,2025 W Belt Line Road Suite 114,Carrollton  TX  75019
1919,"Digital Multimedia Technology Co., Ltd",KR,001A46,"Doorim Bldg, 3rd Fl, 164-21 Poi-Dong,",Seoul  Kangnam-Gu  135-960
1920,Dongahelecomm,KR,001A3A,"678-3,Jeil-ri,Yanggi-myun,Cheoin-gu",Yongin-si  Gyeonggi-do  449-821
1921,intelbras,BR,001A3F,rodovia br 101 km 210,sao jose  sc  88104800
1922,"INOCOVA Co.,Ltd",KR,001A41,5F SEOUL BD.736-17,"Yeoksam-Dong, Kangnam-Ku  SEOUL  135-924"
1923,Ziova Coporation,AU,001A2E,"Unit 3, 7-9 Sherriffs road",Lonsdale  S.A.  5160
1924,"ASI Communications, Inc.",US,001A33,1042 E Guadalupe Rd,Tempe  AZ  85283
1925,PChome Online Inc.,TW,001A1D,"11F, 105, Sec. 2, Tun-Hwa S. Rd.",  Taipei  106
1926,Galaxy Telecom Technologies Ltd,CN,001A24,"No.25, The 1st Gaoxin Road",Xi'an City  Shannxi  710075
1927,RadarFind Corporation,US,0019A5,"2100 Gateway Centre Blvd., Suite 150",Morrisville  NC  27560
1928,GSP SYSTEMS Inc.,KR,0019AC,"13FL, 101 Dong, Chunui Techno Park 1,",Bucheon-City  Gyeonggi-Do  420-857
1929,Arrow7 Corporation,JP,0019B1,Kamijima 3-27-7,Hamamatsu  Shizuoka  433-8122
1930,Nifty,JP,00199E,miwa4-2-22-105,  Nagano  3800803
1931,"NIHON DATA SYSTENS, INC.",JP,0019A0,"6-9, Koyo-cho naka",Kobe-shi  Hyogo  658-0032
1932,Jorjin Technologies Inc.,TW,001994,"5F, No.28, Lane141, Sing-ai Rd.",Taipei    114
1933,Alcatel Bell N.V.,BE,00198F,Copernicuslaan 50,Antwerp    B-2018
1934,"Cisco Systems, Inc",US,0019E8,80 West Tasman Drive,San Jose  CA  94568
1935,"Welltrans O&E Technology Co. , Ltd.",CN,0019DA,"the 3rd Floor, building C-D, Hi-tech Digital Harbor, Guandong Industrial Park",Wuhan  Hubei  430074
1936,ENENSYS Technologies,FR,0019DC,Le Germanium,RENNES  Brittany  35700
1937,S&C ELECTRIC COMPANY,US,0019C9,1135 ATLANTIC AVE,ALAMEDA  CA  94501
1938,Progressive Gaming International,US,0019CE,920 Pilot Road,Las Vegas  NV  89119
1939,"IP Innovations, Inc.",US,0019D5,1517 146th Ave,Dorr  MI  49323
1940,Infocrypt Inc.,KR,0019C4,"711, BYUCKSAN DIGITAL VALLEY 1 212-16,",Seoul    152-050
1941,"Citiway technology Co.,ltd",CN,0019BF,"No.2 Building,Jia 32,Beiheyan Avenue,East City",Peijing    100006
1942,New Media Life,KR,0019BD,"Hea Ju Bild, 5F, 837-7, Yeoksam-dong",Kangnam-gu  Seoul  135-080
